Paper Title,title,authors,school/organization_names,author_countries,conference,published_year,forensic_vs_anti
Juicing V8: A primary account for the memory forensics of the V8 JavaScript engine,"```json
{
    ""title"": ""Juicing V8: A primary account for the memory forensics of the V8 JavaScript engine""
}
```","```json
{
    ""authors"": ""Enoch Wang, Samuel Zurowski, Orion Duffy, Tyler Thomas, Ibrahim Baggili""
}
```","```json
{
    ""school_names"": [
        ""University of New Haven"",
        ""Connecticut Institute of Technology""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Key-hiding on the ARM platform Alexander Nilsson, Marcus Andersson, Stefan Axelsson*","```json
{
    ""title"": ""Key-hiding on the ARM platform""
}
```","```json
{
    ""authors"": ""Alexander Nilsson, Marcus Andersson, Stefan Axelsson""
}
```","```json
{
    ""school_names"": [""Blekinge Institute of Technology, Sweden""]
}
```","```json
{
    ""author_countries"": [""Sweden""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2014""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Knock, knock, log: Threat analysis, detection &mitigation of covert channels in syslog using port scans as cover","```json
{
    ""title"": ""Knock, knock, log: Threat analysis, detection & mitigation of covert channels in syslog using port scans as cover""
}
```","```json
{
    ""authors"": ""Kevin Lamshöft, Tom Neubert, Jonas Hielscher, Claus Vielhauer, Jana Dittmann""
}
```","```json
{
    ""school_names"": [
        ""Otto-von-Guericke-University Magdeburg, Germany"",
        ""Brandenburg University of Applied Sciences, Germany""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"KVMIveggur : Flexible, secure, and ef ﬁcient support for self-service virtual machine introspection","```json
{
    ""title"": ""KVMIveggur : Flexible, secure, and ef ﬁcient support for self-service virtual machine introspection""
}
```","```json
{
    ""authors"": ""Stewart Sentanoe, Thomas Dangl, Hans P. Reiser""
}
```","```json
{
    ""school_names"": [
        ""University of Passau"",
        ""Reykjavík University""
    ]
}
```","```json
{
    ""author_countries"": [""Germany"", ""Iceland"", ""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Language translation for ﬁle paths Neil C. Rowe*, Riqui Schwamm, Simson L. Gar ﬁnkel","```json
{
    ""title"": ""Language translation for ﬁle paths""
}
```","```json
{
    ""authors"": ""Neil C. Rowe, Riqui Schwamm, Simson L. Garfinkel""
}
```","```json
{
    ""school_names"": [""Naval Postgraduate School""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2013""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
of Control: Igniting SCADA investigations with an HMI forensics framework and the ignition forensics artifact carving tool (IFACT)LaSean,"```json
{
    ""title"": ""Out of Control: Igniting SCADA investigations with an HMI forensics framework and the ignition forensics artifact carving tool (IFACT)""
}
```","```json
{
    ""authors"": ""LaSean Salmon, Ibrahim Baggili""
}
```","```json
{
    ""school_names"": [
        ""Louisiana State University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Law enforcement educational challenges for mobile forensics Georgina Humphriesa,*, Rune Nordvika, Harry Manifavasb, Phil Cobleyc,","```json
{
    ""title"": ""Law enforcement educational challenges for mobile forensics""
}
```","```json
{
    ""authors"": ""Georgina Humphries, Rune Nordvik, Harry Manifavas, Phil Cobley, Matthew Sorell""
}
```","```json
{
    ""school_names"": [
        ""Norwegian Police University College, Norway"",
        ""Foundation for Research and Technology Hellas, Greece"",
        ""Micro Systemation AB, Sweden"",
        ""University of Adelaide, Australia""
    ]
}
```","```json
{
    ""author_countries"": [""Norway"", ""Greece"", ""Sweden"", ""Australia""]
}
```","```json
{
    ""conference"": ""DFRWS APAC""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Leaving timing-channel ﬁngerprints in hidden service log ﬁles Bilal Shebaroa,*, Fernando Perez-Gonzalezb,c, Jedidiah R. Crandalla","```json
{
    ""title"": ""Leaving timing-channel ﬁngerprints in hidden service log ﬁles""
}
```","```json
{
    ""authors"": ""Bilal Shebaro, Fernando Perez-Gonzalez, Jedidiah R. Crandall""
}
```","```json
{
    ""school_names"": [
        ""University of New Mexico"",
        ""University of Vigo""
    ]
}
```","```json
{
    ""author_countries"": [""USA"", ""Spain""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2010""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Lessons learned from the construction of a Korean software reference data set for digital forensics,"```json
{
    ""title"": ""Lessons learned from the construction of a Korean software reference data set for digital forensics""
}
```","```json
{
    ""authors"": ""Kibom Kim, Sangseo Park, Taejoo Chang, Cheolwon Lee, Sungjai Baik""
}
```","```json
{
    ""school_names"": [
        ""The Attached Institute of ETRI"",
        ""Supreme Prosecutor’s Office"",
        ""Cheju National University"",
        ""Korea University"",
        ""Ulsan University"",
        ""Korea Advanced Institute of Science and Technology (KAIST)"",
        ""Chung-Ang University""
    ]
}
```","```json
{
    ""author_countries"": [""Republic of Korea""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2009""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Lessons learned writing digital forensics tools and managing a 30TB digital evidence corpus,"```json
{
    ""title"": ""Lessons learned writing digital forensics tools and managing a 30TB digital evidence corpus""
}
```","```json
{
    ""authors"": ""Simson L. Garfinkel""
}
```","```json
{
    ""school_names"": [""Naval Postgraduate School""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2012""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Lest we forget: Cold-boot attacks on scrambled DDR3 memory,"```json
{
    ""title"": ""Lest we forget: Cold-boot attacks on scrambled DDR3 memory""
}
```","```json
{
    ""authors"": ""Johannes Bauer, Michael Gruhn, Felix C. Freiling""
}
```","```json
{
    ""school_names"": [
        ""Friedrich-Alexander-University Erlangen-Nuremberg""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Leveraging CybOX ™to standardize representation and exchange of digital forensic information,"```json
{
    ""title"": ""Leveraging CybOX ™to standardize representation and exchange of digital forensic information""
}
```","```json
{
    ""authors"": ""Eoghan Casey, Greg Back, Sean Barnum""
}
```","```json
{
    ""school_names"": [""The MITRE Corporation""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS Europe""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Leveraging Electromagnetic Side-Channel Analysis for the Investigation of IoT Devices,"```json
{
    ""title"": ""Leveraging Electromagnetic Side-Channel Analysis for the Investigation of IoT Devices""
}
```","```json
{
    ""authors"": ""Asanka Sayakkara, Nhien-An Le-Khac, Mark Scanlon""
}
```","```json
{
    ""school_names"": [
        ""University College Dublin""
    ]
}
```","```json
{
    ""author_countries"": [""Ireland""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Leveraging relocations in ELF-binaries for Linux kernel version identi ﬁcation,"```json
{
    ""title"": ""Leveraging relocations in ELF-binaries for Linux kernel version identi ﬁcation""
}
```","```json
{
    ""authors"": ""Manish Bhatt, Irfan Ahmed""
}
```","```json
{
    ""school_names"": [
        ""University of New Orleans""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Leveraging the SRTP protocol for over-the-network memory acquisition of a GE Fanuc Series 90-30,"```json
{
    ""title"": ""Leveraging the SRTP protocol for over-the-network memory acquisition of a GE Fanuc Series 90-30""
}
```","```json
{
    ""authors"": ""George Denton, Filip Karpisek, Frank Breitinger, Ibrahim Baggili""
}
```","```json
{
    ""school_names"": [
        ""University of New Haven"",
        ""Brno University of Technology""
    ]
}
```","```json
{
    ""author_countries"": [""USA"", ""Czech Republic""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
LibDroid: Summarizing information ﬂow of android native libraries via static analysis,"```json
{
    ""title"": ""LibDroid: Summarizing information flow of android native libraries via static analysis""
}
```","```json
{
    ""authors"": ""Chen Shi, Chris Chao-Chun Cheng, Yong Guan""
}
```","```json
{
    ""school_names"": [
        ""NIST Center of Excellence in Forensic Sciences - CSAFE"",
        ""Department of Electrical and Computer Engineering, Iowa State University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
"Limewire examinations Joseph Lewthwaitea,*, Victoria Smithb","```json
{
    ""title"": ""Limewire examinations""
}
```","```json
{
    ""authors"": ""Joseph Lewthwaite, Victoria Smith""
}
```","```json
{
    ""school_names"": [
        ""Defense Cyber Crime Institute"",
        ""Department of Defense, Computer Forensic Laboratory""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2008""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
LINCS: Towards building a trustworthy litigation hold enabled cloud storage system,"```json
{
    ""title"": ""LINCS: Towards building a trustworthy litigation hold enabled cloud storage system""
}
```","```json
{
    ""authors"": ""Shams Zawoad, Ragib Hasan, John Grimes""
}
```","```json
{
    ""school_names"": [""University of Alabama at Birmingham""]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Linux memory forensics: Dissecting the user space process heap Frank Blocka,c,*, Andreas Dewaldb,c","```json
{
    ""title"": ""Linux memory forensics: Dissecting the user space process heap""
}
```","```json
{
    ""authors"": ""Frank Block, Andreas Dewald""
}
```","```json
{
    ""school_names"": [
        ""ERNW GmbH, Heidelberg, Germany"",
        ""ERNW Research GmbH, Heidelberg, Germany"",
        ""Friedrich-Alexander-University Erlangen-Nuremberg""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Live memory forensics of mobile phones Vrizlynn L. L. Thinga,*, Kian-Yong Ngb, Ee-Chien Changb","```json
{
    ""title"": ""Live memory forensics of mobile phones""
}
```","```json
{
    ""authors"": ""Vrizlynn L. L. Thing, Kian-Yong Ng, Ee-Chien Chang""
}
```","```json
{
    ""school_names"": [
        ""Institute for Infocomm Research"",
        ""National University of Singapore""
    ]
}
```","```json
{
    ""author_countries"": [""Singapore""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2010""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
"Live system call trace reconstruction on Linux Thanh Nguyena,*, Meni Orenbachb, Ahmad Atamlic,d","```json
{
    ""title"": ""Live system call trace reconstruction on Linux""
}
```","```json
{
    ""authors"": ""Thanh Nguyen, Meni Orenbach, Ahmad Atamli""
}
```","```json
{
    ""school_names"": [
        ""NVIDIA Corporation"",
        ""NVIDIA Israel Ltd"",
        ""NVIDIA Development UK"",
        ""University of Southampton""
    ]
}
```","```json
{
    ""author_countries"": [""USA"", ""Israel"", ""United Kingdom""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
LogExtractor: Extracting digital evidence from android log messages via string and taint analysis,"```json
{
    ""title"": ""LogExtractor: Extracting digital evidence from android log messages via string and taint analysis""
}
```","```json
{
    ""authors"": ""Chris Chao-Chun Cheng, Chen Shi, Neil Zhenqiang Gong, Yong Guan""
}
```","```json
{
    ""school_names"": [
        ""NIST Center of Excellence in Forensic Sciences - CSAFE"",
        ""Iowa State University"",
        ""Duke University""
    ]
}
```","```json
{
    ""author_countries"": [""USA""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""forensic_type"": ""Digital Forensic""
}
```"
"linux desktop espionageLukas Schmidta,*, Sebastian Strasdaa, Sebastian Schinzela,ba","```json
{
    ""title"": ""Uncovering linux desktop espionage""
}
```","```json
{
    ""authors"": ""Lukas Schmidta, Sebastian Strasdaa, Sebastian Schinzela""
}
```","```json
{
    ""school_names"": [
        ""Fraunhofer SIT"",
        ""National Research Center for Applied Cybersecurity ATHENE"",
        ""Münster University of Applied Sciences""
    ]
}
```","```json
{
    ""author_countries"": [""Germany""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2025""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
Machine learning based approach to analyze ﬁle meta data for smart phone ﬁle triage,"```json
{
    ""title"": ""Machine learning based approach to analyze ﬁle meta data for smart phone ﬁle triage""
}
```","```json
{
    ""authors"": ""Cezar Serhal, Nhien-An Le-Khac""
}
```","```json
{
    ""school_names"": [""University College Dublin""]
}
```","```json
{
    ""author_countries"": [""Ireland""]
}
```","```json
{
    ""conference"": ""DFRWS USA""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""forensic_type"": ""Forensic""
}
```"
